"","GSM1406033","GSM1406034","GSM1406035","GSM1406036","GSM1406037","GSM1406038","GSM1406039","GSM1406040","GSM1406041","GSM1406042","GSM1406043","GSM1406044","GSM1406045","GSM1406046","GSM1406047","GSM1406048","GSM1406049","GSM1406050","GSM1406051","GSM1406052","GSM1406053","GSM1406054","GSM1406055","GSM1406056","GSM1406057","GSM1406058","GSM1406059","GSM1406060","GSM1406061","GSM1406062","GSM1406063","GSM1406064","GSM1406065","GSM1406066","GSM1406067","GSM1406068","GSM1406069","GSM1406070","GSM1406071","GSM1406072","GSM1406073","GSM1406074","GSM1406075","GSM1406076","GSM1406077","GSM1406078","GSM1406079","GSM1406080","GSM1406081","GSM1406082","GSM1406083","GSM1406084","GSM1406085","GSM1406086","GSM1406087","GSM1406088","GSM1406089","GSM1406090","GSM1406091","GSM1406092","GSM1406093","GSM1406094","GSM1406095","GSM1406096","GSM1406097","GSM1406098","GSM1406099","GSM1406100","GSM1406101","GSM1406102","GSM1406103","GSM1406104","GSM1406105","GSM1406106","GSM1406107","GSM1406108","GSM1406109","GSM1406110","GSM1406111","GSM1406112","GSM1406113","GSM1406114","GSM1406115","GSM1406116","GSM1406117","GSM1406118","GSM1406119","GSM1406120","GSM1406121","GSM1406122","GSM1406123","GSM1406124"
"RP11-471B22.2",0,0,0,0,0,0,0,0,0,0,0.2447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114591,0,0,0,0,0.204628,0,0,0.420989,0,0.22123,0,0.133943,0,0,0,0,0,0,0,0,0,0,0.219,0,0.0712004,0,0,0.0742998,0,0,0,0,0,0,0,0,0.0103998,0.00220013,0,0,0,0,0.125961,0.00324535,0,0.115746,0,0,0,0.0699978,0,0.0503387,0.100657,0.676744,0,0,0,0,0,0,0,0,0,0
"SYNM",0,0.3536,0,0,0,0,0,0,0,0.3499,0,0.1466,0,0,0,0.2618,0,0,0,0,0,0,0.6659,0.470786,0,0,0,0,1.02509,0.645983,0,0,0,0.161354,0,0,0.21388,0.151653,0,0.415267,0.716436,0.833229,0,0,0.452581,0.451335,0.7863,0,0,0,0.1689,0.3374,0,0,0.0883999,0,0.906,0,0.6243,0.5663,0.6823,0,0,0,0.4615,0,0,0,0.1937,1.53244,0.534974,1.12723,0,0,0,0.751421,0.12547,0,0,0,0,0.267422,0,1.33533,0,0,0,0,0,0,0,0.301116
"RTN4IP1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021554,0,0,0,0,0,0,0,0,0,0,0.0390596,0,0.014904,0.0997772,0,0,0.293949,0,0,0,0,0,0,0,0,0,0,0,0.1611,0,0,0,0,0,0,0,0,0,0,0,0,0.00370026,0,0.207665,0,0.0142527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TREML3P",0,0,0,0.1683,0,0.1794,0,0,0,0,0.6183,0,0,0,0.0691996,0,0.0493002,0,0.0201998,0,0,0,0,0,0.502215,0,0,0.74524,0,0,1.83602,0,0,0.549037,0.406993,0,0,0.676226,0,0,0.580371,0,0,0,0,0,0,1.2456,0,1.1201,0,0.7294,0,0.7733,0,0,0.8297,0,0.738,0.2703,0,0,0,1.5498,0,0,0,0,0,0,0,0,0.564144,0,1.13659,0,0,0,1.19982,0,0,0,0,0.306414,0,0.167592,0.847916,0,0,0,0,0
"SNHG9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210322,0,0,0,0,0,0,0,0.619373,0.0785599,0.293593,0,0.41082,0,0,0,0.269883,0,0.00479984,0,0,0,0.198,0,0,0.3124,0,0,0,0.0942001,0,0.1409,0,0,0,0,0,0,0.0163002,0.0797997,0.477823,0.513553,0.0890388,0.0226297,0,0,0,0,0,0.59277,0,0,0,0,0.44655,0,0,0,0,0,0,0,0.229073
"ZNRF1",0.0622997,0,0,0,0,0,0,0,0.00150013,0,0,0,0,0,0,0.0928001,0.0971003,0,0,0,0,0.2149,0,0,0,0,0,0,0,0,0,0,0.990083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0832005,0.1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35827,0,0.204897,0,0,0.0706263,0.186231
"LRIF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155106,0.101985,0,0,0.0050745,0,0,0.0238943,0,0.515258,0.295692,0.18106,0.464428,0.0589657,0.157671,0,0,0,0,0,0.3775,0,0,0,0.4024,0.7233,0,0.6583,0.5783,0,0,0,0.3184,0.3732,0,0.0125999,0,0,0,0.0171003,0,0,0.65169,0.469733,0.283549,0,0.399998,0,0,0,0.740564,0,0.212662,0.442895,0.153845,0,0.354654,0,0.584063,0,0,0,0,0,0.671011
"CCL28",0,0,0,0,0.4092,0,0,0,0,0,0,0,0,0.0576,0,0,0,0,0,0,0,0,0.0656004,0,0,0,0,0.0408297,0,0,0,0,0,0,0,0,0,0.606429,0.139526,0,0.0313959,0,0,0,0.361544,0,0,0,0,0,0,0,0,0,0.3595,0.2547,0,0,0,0,0,0,0,0,0.1271,0,0,0,0,0.524441,0,0.608084,0,0,0,0.0138569,0,0.216806,0,0,0,0,0,0.266626,0,0,0,0,0,0,0,0.607484
"HELB",0,0,0,0,0,0,0,0,0,0,0,0,0.0386,0.3252,0,0,0,0,0,0,0.0171003,0,0,0,0.0800428,0,0,0,0,0.573696,0,0,0,0,0,0.00661564,0,0.0691442,0,0,0,0,0,0,0,0,0,0,0,0.1147,0.1095,0,0,0,0,0.0474005,0,0,0,0,0,0,0,0,0.1974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250854,0
"PCBD2",0,0,0,0.1233,0.1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1182,0,0,0,0,0,0,0,0.37839,0,0,0,0,0,0.00178719,0,0,1.6578,0.339242,0.275342,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2311,0.7959,0,0,0,0,0,0.0764999,0,0,0,0,0,0,0,0.1646,0.697165,0,0.753121,0,0,0,0,0,0.698342,0,0.0143471,0,0,0,0,0,0,0,0,0,0,0,0.480261
"SCOC",0,0,0,0,1.7771,0,0,0.0697002,0,0.4011,0,0.5838,0,0,0,0,0.3483,0.0521002,0,0,0,0,0,0,0,0,0.401819,0.194514,0.641267,0,0,0,0,0,0,0,0.973365,1.17414,1.18302,0.48045,0,0,0,0,0.102677,0,0,0.2666,0,0,0,0,0.3998,0.4691,1.7202,0.5363,0,0,0,0,0,0,0,0,0,0,0,0,0,1.62306,0.787867,1.58403,0,0,0,0.180992,0.0637226,1.4295,0,0.17512,0,0.995232,0,1.40112,0,0,0,0,0,1.10574,0,1.28238
"C12orf73",0,0,0,0,0.7526,0,0,0,0,0,0,0,0,0,0,0,0.151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.638574,0.588529,0,0,0,0,0,0.188094,0,0.0446997,0.0153999,0,0,0,0,0,0,0.7901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1468,0.840392,0,0.902779,0,0,0,0,0,0.499594,0,0.142145,0,0,0,0.507562,0,0,0.0332947,0,0,0.284439,0,1.11545
"KDELC2",0,0,0,0,0.2436,0,0,0,0,0.1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.494722,0,0.507417,0,0,0,0,0,0,0,0.159964,0.533082,0.621588,0.0858812,0,0,0,0,0.255605,0,0.0684004,0,0,0,0,0,0,0,0.8951,0.2547,0.3051,0,0,0,0,0,0,0,0,0,0,0,0,0.224705,0.298701,0.988999,0,0,0,0,0,0.542657,0,0.5634,0,0.00894451,0,0.172875,0,0,0,0,0,0,0,0.186231
"TMEM68",0,0,0,0,0.0773001,0,0,0,0,0,0.0101004,0,0,0,0,0,0.2317,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225593,0.632202,0.357472,0.364372,0,0,0,0,0.0680437,0,0,0,0,0,0,0,0.0361996,0,0.3595,0.6624,0,0,0,0.0448999,0.2366,0,0,0,0,0,0,0,0,0.76862,0.587175,0.766203,0,0,0,0,0,1.13811,0,0.0912247,0.13988,0.406161,0,1.0781,0,0,0,0,0,0.103291,0,0.686466
"RRM2",0,0,0,0,0,0,0,0,0,0,0,0,0.0818996,0,0,0,0,0.2327,0,0,0,0,0,1.09804,0,0,0,0,1.00933,1.25514,0,0.0986404,1.64399,0,0,0,0,0.303733,0.591099,1.27337,0,0,0,0,0,0,0.9358,0,0,0,0,0,0,0,0.1787,0,0.7931,0.0858002,0.738,0,0,0,0,0,0,0,0.0107002,0.879,0,0,0,2.14595,0,0,0,0,0,0,0,0.212662,0,0.927727,0.211667,1.16182,0,0,0,0,0,0.0808468,1.43194,0
"MIR4315-1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401897,0,0,0,0.13313,0,0,0,0,0,0,0,0,0,0,0,0.0208931,0,0,0.0525398,0,0,0,0,0,0,0,0.0257998,0,0,0,0,0,0,0,0,0.1678,0,0,0,0,0,0,0,0,0,0,0.0492315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TAMM41",0,0.1631,0.3473,0.3076,0.522,0,0,0.0739002,0,0.2417,0,0.0185003,0,0,0,0.1812,0,0,0.0516005,0.0748997,0.3634,0,0,0.0121813,0.0469704,0.307816,0,0,0,0.0148869,0,0,0,0,0.0456686,0,0,0.676226,0,0,0,0,0,0,0,0,0,0,0,0.1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00568104,0,0,0,0,0,0,0.0444021,0,0,0,0,0,0,0,0,0,0,0,0
"RP11-350F4.2",0,0,0,0,0.2473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343062,0,0.809968,0,0,0,0,0,0.00919342,0,0.237211,0.894264,0.86188,0.335302,0,0,0,0,0.636036,0,0,0,0,0,0,0,0,0,1.0127,0.1674,0,0,0,0,0.3808,0,0,0,0.2276,0,0,0,0,0.660066,0.801188,0.685871,0.318647,0,0,0,0,0.499594,0,0.314836,0,0.82015,0,0.590477,0,0,0,0,0,0,0,0.379272
"AC007401.2",0,0,0.0497999,0,0,0.2401,0,0,0,0,0,0.1919,0,0,0.0691996,0,0,0,0,0.15,0,0,0,0.124654,0,0,0.593252,0.663341,0,0,0,0,0,0,0,0,0.159964,0.238112,0,0.48575,0,0,0,0,0,0,0,0,0,0,0,0,0.1822,0.12,0.4199,0.1523,0,0.0404997,0,0,0,0.0832005,0,0,0.2933,0,0,0,0,0,0,0.179826,0,0,0,0.191476,0.241562,0.269025,0,0.264654,0.241258,0,0,0,0,0,0,0.204897,0.0207844,0,0,0
"NRROS",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.458276,0,0,0,0,0,0.0713415,0,0,0.256599,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1473,0.1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1691,0,0,0,0,0.0160055,0.0142527,0,0,0,0,0.22285,0.196726,0,0,0,0,0,0,0.097868,0,0,0.580813,0.00055027,0,0,0
"NBEAL2",0,0,0.0441999,0,0,0,0,0,0,0,0,0,0,0,0.3371,0,0,0,0.00749969,0,0,0.3824,0,0,0,0,0.181041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291866,0,0,0,0.1074,0,0.2487,0,0,0,0.3184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134498,0,0,0,0
"HIST1H2AD",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0990019,0,0,0,0,0,0,0,0,0,0,0.684851,0,0.128684,0,0.1751,0,0,0,0.2222,0,0,0,0,0,0,0,0,0,0,0.0466995,0,0,0,0.2158,0.4381,0,0,0,0,0,0.220212,0,0,0,0,0,0,0,0,0,0,0,0.395392,0.092227,0,0,0.182722,0.363738,0
"CLCN4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3475,0,0,0,0,0,0,0.0311003,0,0,0,0,0,0.342192,0.276729,0,0,0,0,0.177437,0,0,0,0,0.270358,0.710676,0.585119,0.935807,0,0.474642,0,0,0,0.0774002,0.0340996,0.4388,0,0,0,0,0.3595,0,0.4841,0.3888,0,0.2924,1.2312,0,0.8612,0,0.0103998,0.1691,0,0,0,0.285517,1.2561,0,0,0.137253,0,0,0,0,0,0,0.145397,0.832507,0.804588,0,0,0.793228,0,0.645526,0,0,0,0
"CABP7",0.4339,0,0,0.1141,0,0,0,0,0.0963001,0.1889,0,0.0625,0,0,0,0,0.00819969,0,0,0,0.0125999,0,0,0,0,0,0,0,0,0,0.0605974,0.0050745,0,0,0,0,0,0,0,0,0,0,0.0208931,0.0722504,0,0,0,0.361,0,0,0,0,0,0.0388002,0,0,0,0,0,0,0,0.2476,0,0,0,0,0,0.2372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266098,0,0,0.196706,0,0
"SH3RF3",0.3184,0.1138,0,0,0,0,0,0,0,0,0,0,0,0,0.4608,0,0,0,0,0,0,0.8088,0,0,0,0,0.470527,0.232875,0,0,0.603285,0.0272112,0.112636,0,0,0,0,0,0,0,0.381818,0.0601101,0.608073,1.53619,0,0,0,0,0,0.3643,0,1.0909,0,0,0,0,0,0.2673,0.2632,0,0.245,1.3963,0.8708,0.0103998,0.143,0.1292,0.3754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580813,0,0,0,0
"SBK1",0,0,0.1783,0,0.2904,0,0,0,0,0,0.0139999,0,0,0,0,0,0,0,0.4317,0,0,0,0.4088,0,0,0.869907,0.0966101,0.0190439,0,0.218247,0,0,0,0,0,0.0889301,0,0.106398,0,0,0,0,0,0,0.689093,0,0,0,0,0,0.1469,0,0,0,0.2218,0.2117,0,0,0.0060997,0,0,0,0,0,0.0615997,0,0,0,0,0,0,0,0,0,0,0.262797,0,0,0,0.249252,0,0,0,0,0,0,0,0,0,0,0,0
"KIR2DL2",0,0,0.329,0,0,0.0899,0,0,0.00150013,0,0.2215,0,0,0,0,0.1645,0,0,0.4694,0,0.1054,0,0.0172005,0,0,0,0,0,0,0.79649,0,0.740499,0,0.169418,0,0,0.401113,0.133721,0,0.0143204,0.291734,0,1.09477,0,0.556175,0.487933,0,0,0,0,0,0.8637,0.2652,0.2699,0,0,0,0.0759001,1.776,0.6506,0.2699,0.8793,0,0.3109,0.9155,0,0.2326,0,0,0.0508938,0,0,0,0,0,0,0.658441,0,0,0,0,0,0.187219,0.976938,0.0160799,0,0,0,0,0,0,0
"STRN4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405588,0,0,0,0,0.21638,0,0,0,0,0,0,0.0557003,0,0,0,0,0,0,0,0,0,0,0,0.0567999,0.4923,0.0756998,0,0,0,0,0,0,0,0,0,0,0.232362,0,0.0210381,0,0,0,0,0,0,0,0.422043,0.112924,0,0,0,0,0,0
"ITFG3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1863,0,0,0,0,0,0,0,0.2474,0,0,0,0,0,0,0,0,0,0.19184,0.307358,0,0,0,0,0,0,0,0,0,0.0303955,0,0,0,0,0,0.1392,0,0,0,0,0,0,0,0,0,0,0,0,0.0718002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749693,0,0,0.255531,0,0,0,0
"KLHL20",0,0,0,0.1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106676,0,0.0260658,0,0,0,0.319462,0,0,0,0,0,0,0,0,0.4199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486884,0,0,0,0,0,0.499594,0,0.223211,0.145397,0,0,0,0,0,0,0,0,0,0.136349,0.532504
"TPCN1",0.254,0,0,0.1727,0,0,0,0.00510025,0.0704002,0,0,0,0,0,0.1309,0,0,0,0.0138998,0,0,0,0,0,0.0553102,0,0.0807133,0,0,0,0,0,0,0,0.102175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288726,0,0.0210381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SETMAR",0,0,0,0,0.4729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502215,0,0,0,0,0,0,0,0.481775,0,0.00919342,0,0,0.533082,0.0564117,0,0,0,0,0,0,0,0,0.2666,0,0,0,0,0,0,0.1161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125961,0.41395,0.468424,0,0,0,0,0.223438,0,0.0324545,0,0.211751,0,0.14022,0,0,0,0,0,0,0,0.44435
"HINT3",0,0,0,0,0,0,0,0,0,0,0,0,0.8049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240762,0,0.045682,0.0878916,0,0,0,0,0,0,0,0,0.0326996,0.3103,0.0340996,0,0,0.6484,0,0,0,0.085,0,0,0,0,0,0.301,0,0,0.2862,0,0,0,0,0.0121613,0,0.608084,0,0.0147877,0.188595,0,0,0.141772,0,0,0,0,0.0784292,0.00166607,0,0.101737,0,0,0,0.203648,0,0
"GTSF1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3431,0,0,0,0,0,0,0,0,0.606039,1.10883,0.153594,0,0,0,0,0,0.667114,0,0,0,0,0.419527,0.231232,0,0,0.0274172,0.605848,0,0,0.0813999,0.2182,0.1689,0,0,0,0,0,1.037,0,0,0.6777,0.5462,0,0,0,0,0.5405,0,0,0,0.69309,0.54028,0,0,0,0,0.0138569,0,0,0,0,0.000714302,1.69545,0,0.118032,0,0,0,0,0.451807,0,0,0.130824
"UBFD1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0222578,0,0.0326996,0,0,0,0,0,0,0,0,0,0.234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CTNNAL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5112,0,0,0,0,0,0,0,0,1.48597,1.57217,0,0,0,2.35136,0,0.339903,0,0.850596,0.240036,0,0,0,0,0,0,0,0,0,0.0409737,0,0,1.2479,2.5087,0,0,0,0,0.6049,0,0,0,2.2079,0,0,0,0,0,0.9037,0.648,0,0,0,0.7936,0.6989,0,0,0.665069,1.80056,0.317621,0,0,0,0,0,0,0,0.807686,0,0,0,2.43516,0.85474,0,0,0,1.10535,1.15487
"SLC9A7",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690002,0,0.3056,0,0,0,0.3609,0,0,0,0,0,0.50721,0.203235,0,0.641267,0,0,0,0,0,0,0,0,0.279474,0.333114,0.305633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8129,0,0,0.0455999,0,0,0.0951996,0,0,0,0,0,0,0,0.1528,0,0.464161,0.246689,0.443468,0.923893,0,0,0,0.275422,0,0,0.0777569,0.321025,0.205594,0,0,0,0,0,0,0.0348825,0,0
"TIGD1",0,0,0,0,1.092,0,0,0,0,0.1154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150907,0.45196,0,0,0,0.231691,0,0,0.28415,0,0,0.966956,1.22168,0,0,0,0.253403,0,0,0,0,0,0,0,0,0,0,0.0705004,0.7257,0.5207,0,0,0.0060997,0,0,0,0,0,0,0,0,0.5464,0,1.36579,0.359995,1.25337,0.0310307,0,0,0,0,1.68388,0,0.0204077,0,0.0518503,0,0.582396,0,0,0.245476,0,0,0.721665,0,0.977777
"PYGM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269118,0,0,0,0,0,0,0,0,0.253293,0,0,0.160535,0,0,0,0,0.129433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1932,0,0,0.0918999,0,0.1684,0,0,0,0,0,0,0,0,0.528989,0.399998,0.0487156,0,0,0,0.716368,0,0,0,0,0.0375719,0.191325,0,0.466502,0,0,0,0,0
"LOC101928988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5182,0,0.4841,0,0,0,0,0.0966101,0,0,0,0.33112,0,0,0,0.0600033,0,0.359194,0,0,0,0,0,1.13748,0,0,0,0,0,0.0579004,0.3076,0,0.2694,0.7343,0.1969,0,0.1319,0,0.2408,0,0,0.5326,1.1232,0.5821,0.7315,0.717,0.7059,0.6989,0,0,0,0,0,0,0.477924,0,0,0,0,0,0,0,0,0.130647,0,0,0,0.306478,0,0.217693,0,0,0
"METTL6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334195,0,0.433456,0,0,0,0,0.275504,0,0,0,0,0.0912066,0.319682,0.118302,0.0997772,0,0,0,0,0,0,0,0.0363998,0,0,0,0,0,0,0.6954,0,0,0,0,0,0.1136,0.0389996,0,0,0,0.4298,0.0740995,0,0.0290003,0.482553,0,0.685871,0.128196,0,0,0,0,0.455208,0,0.0796604,0,0.338458,0,0.296569,0,0,0,0,0,0,0,0.239588
"ZC3H8",0,0.0366001,0,0,0.9514,0,0,0.2952,0.0963001,0,0,0,0,0.2931,0,0.0450001,0,0.3236,0,0.4322,0.1682,0,0,0,0,0,0,0,0.0719519,0.111663,0,0,0,0,0,0,0,0.519337,0.456636,0,0,0,0,0,0,0.091114,0,0,0,0,0,0,0,0.00629997,0.478,0.1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439413,0,0.310589,0,0,0,0,0,0.155708,0,0.0503387,0,0,0,0,0,0,0,0,0,0.0348825,0,0.340724
"CCDC58",0.7964,0,0,0,0.5547,0,0,0,0,0,0,0,0.0188999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120148,0,0.471215,0,0,0,0,0,0.059679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3203,0,0,0,0,0,0,0,0,0.2462,0,0,0.1585,0,0,0,0,0.0785894,0,0,0,0.386568,0,0,0,0.0264444,0,0.321025,0,0.757672,0,0,0.336039,0.0604858,0,1.04906,0,0.0253925
"COLQ",0.369,0,0,0,0,0.0120001,0,0,0,0,0,0,0,0.00710011,0,0,0.4222,0,1.0695,0,0.5511,0,0,0,0.727655,0,0.0886841,0,0,0,0,0.0198698,0,0.917909,0,0,0,1.19158,0,0,0,0.119434,0.354839,0,0,0.0525398,0,0,0,0,0.1543,0,0,0,0,0,0,0,0,0,0,0.0208998,0,0,0.1351,0,0,0,0.4707,0,0,0,0.332306,0,0,0.066062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"EHMT1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136995,0,0,0.040061,0,0,0,0,0,0,0,0,0,0,0,0,0.037693,0,0,0,0.109379,0,0,0,0,0,0.2562,0.0727997,0,0.1484,0,0,0,0,0,0,0,0,0,0,0,0,0.1744,0,0,0,0,0,0,0,0,0.199915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"C2orf43",0,0,0,0,0.1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120344,0.446073,0,0,0,0.272536,0,0,0,0.00791454,0,0,0,0.663784,0,0,0,0,0,0,0,0.137926,0.1597,0,0,0,0.2606,0,0,0,0,0,0.00769997,0,0.0683002,0,0,0,0,0,0,0,0,0,0.0290003,0,0.00069046,0.0142527,0.269794,0.104871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NUDT7",0,0,0,0,0,0.0931997,0,0,0,0,0,0,0,0.0878,0,0,0,0,0,0,0.0750999,0,0.145,0,0,0,1.04628,0,0.160238,0,0,0,0,0,0,0,0.122867,0.586792,0.234642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5563,0,0.5743,0,0,0,0,0,0,0,0,0,0,0.00220013,0,0,0,0.35423,0,0,0,0,0,0,0.0637226,1.13107,0,0,0,0.072834,0,0,0,0,0,0,0,0,0.08179,0.09653
"NDRG2",0,0.0576,0,0.4049,0.2546,0,0,0,0.2494,0,0,0,0,0,0.1065,0,0.5679,0,0.5016,0,0.5511,0,0.5661,0,0,0,0,0,0,0,0,0,0.439125,0,0,0.0620108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28813,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ZNF527",0,0,0,0,0.4414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1345,0,0,0,0,0.212708,0,0,0,0,0,0,0,0,0,0,0,0,0.133721,0,0,0,0,0,0,0.0274172,0,0.2967,0,0,0,0,0,0,0,0.5338,0.1421,0,0,0,0,0,0,0,0,0,0,0,0,0,0.655885,0.146981,0.823646,0,0,0,0.116442,0,0.426757,0,0,0,0.389531,0,0,0,0,0,0,0,0.224273,0,0.130824
"SIL1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19099,0,0,0.1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"PDP2",0,0,0,0,0,0,0,0,0,0.2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0853148,0,0,0,0,0,0,0,0,0,0,0,0.470168,0,0,0,0,0,0,0.268736,0,0,0,0,0,0,0,0,0,0.0507002,0.0255003,0,0,0.0419998,0,0,0,0,0,0,0,0,0,0,0.0316572,0,0.446821,0.0559425,0,0,0,0,0.409413,0,0.0621386,0,0,0,0,0,0,0,0,0,0,0,0
"TICAM1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0122108,0.217843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1033,0,0,0.2028,0,0.1817,0,0,0,0,0,0,0,0,0,0,0.0718002,0.0103998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0784292,0,0.0749693,0.413601,0,0,0,0,0,0
"UACA",0.4909,0.46,0.4696,0,0,0,0,0,0.0439997,0.301,0.1775,0.1104,0.0818996,0.1854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
